"대구광역시","남자","55~59세",4764,118,77,3199,30,6,24,37,X,124,26,23,34,14,21,703,132,13,181,4581,93,65,3141,16,8,15,44,5,130,28,19,31,11,11,635,115,14,200,5211,99,76,3369,36,5,31,40,6,149,23,27,24,15,12,779,150,27,343,4552,102,54,3005,20,8,26,38,7,123,23,23,38,9,22,728,131,22,173,3847,89,48,2460,26,8,17,40,6,128,19,30,27,12,18,595,99,18,207
"대구광역시","남자","60~64세",3475,82,54,2305,20,5,8,31,5,82,18,22,15,7,11,544,97,17,152,3630,101,56,2463,19,6,13,30,X,80,26,20,19,X,12,529,98,16,135,4187,85,56,2713,9,X,22,25,5,105,18,16,16,13,12,648,121,12,310,3969,79,58,2635,20,X,20,40,X,123,18,28,16,13,12,639,114,11,136,3342,84,45,2149,16,X,18,36,6,105,24,17,21,14,15,521,97,9,161
"대구광역시","남자","65~69세",2132,52,33,1491,6,X,7,14,X,58,16,9,11,X,8,305,54,6,56,2304,48,28,1661,9,X,7,15,X,59,X,8,8,7,7,325,50,12,53,2664,54,33,1746,10,X,14,15,7,65,7,17,19,6,5,427,65,11,161,2554,52,38,1785,8,X,5,20,X,61,14,11,X,10,X,404,68,8,59,2331,59,35,1556,6,X,5,20,8,63,17,12,13,5,7,363,80,13,68
"대구광역시","남자","70~74세",1306,33,16,933,X,X,5,7,X,42,6,X,5,X,X,179,39,X,24,1409,28,11,1056,6,X,X,X,X,36,X,X,X,X,X,191,32,X,19,1668,32,19,1171,8,X,5,6,X,39,11,X,X,X,6,257,38,5,57,1503,29,21,1059,6,X,6,11,X,41,X,X,6,X,X,250,36,8,14,1336,28,17,892,X,X,X,12,X,49,X,X,5,X,X,243,31,6,33
"대구광역시","남자","75세 이상",2085,45,21,1414,13,X,13,15,X,47,10,7,6,X,X,397,49,5,34,2170,36,27,1566,5,X,6,8,X,51,9,5,9,X,X,355,52,7,22,2563,49,26,1747,9,X,12,13,X,58,13,11,18,X,8,463,65,X,59,2354,50,22,1622,5,5,X,8,X,49,8,11,5,5,X,462,69,X,23,2052,50,21,1361,5,X,X,10,X,49,7,X,7,X,X,434,53,5,35
"대구광역시","여자","합계",90825,3030,1861,51317,525,256,648,1325,132,2966,596,552,630,329,354,16820,3421,338,5725,86220,2793,1784,48716,499,233,616,1267,158,2740,534,641,625,345,285,15433,3251,292,6008,95425,2940,1861,53629,584,251,600,1446,179,2903,544,632,690,332,303,18139,3671,393,6328,82480,2972,1789,48267,454,194,543,1193,148,2765,562,628,626,349,292,14660,3424,390,3224,78812,2773,1812,44987,479,219,553,1152,173,2770,523,595,562,320,286,14549,3038,362,3659
"대구광역시","여자","1~4세",3975,112,63,2412,18,9,20,55,X,152,17,12,34,15,11,691,147,11,192,3199,85,58,1831,22,8,29,41,12,133,25,31,29,6,12,598,121,8,150,3224,79,44,2024,30,8,23,36,9,99,18,15,27,11,7,546,114,16,118,2664,67,33,1602,15,10,19,35,6,89,16,24,24,9,13,461,104,7,130,2682,54,51,1581,14,9,13,25,7,109,20,18,19,11,10,471,85,9,176
"대구광역시","여자","5~9세",3209,74,54,1955,24,7,23,35,6,134,26,27,21,21,9,511,96,11,175,2898,60,44,1750,23,8,17,34,7,115,16,23,30,11,5,495,101,17,142,3261,64,44,2072,21,6,22,36,10,108,27,10,27,10,10,504,100,11,179,2944,56,47,1826,17,10,18,26,8,113,28,10,32,9,14,467,112,20,131,3013,60,37,1823,20,8,22,28,X,131,20,25,25,10,8,537,101,17,137
"대구광역시","여자","10~14세",2212,46,27,1379,18,8,6,25,X,91,17,16,17,5,19,282,72,9,175,2012,29,28,1256,10,6,14,16,6,62,16,9,18,10,10,252,78,8,184,2253,27,27,1451,18,X,8,21,X,79,7,12,17,X,7,253,59,9,249,2026,29,24,1294,12,X,13,21,X,54,17,11,16,19,8,264,84,20,134,2015,31,30,1223,14,6,13,19,8,67,23,10,15,10,8,313,76,18,131
"대구광역시","여자","15~19세",5806,109,148,2449,44,21,53,226,5,184,79,77,50,32,39,1393,479,26,392,6037,97,159,2705,36,15,42,238,9,181,59,75,56,37,51,1201,463,21,592,6270,78,144,2954,38,15,36,269,11,236,76,88,50,41,46,1352,462,33,341,3839,56,116,1394,24,10,30,204,5,119,68,51,39,32,31,1068,397,32,163,4969,70,139,2095,46,7,32,189,15,146,81,47,41,37,42,1314,424,31,213
"대구광역시","여자","20~24세",11338,459,333,3788,60,54,131,246,24,356,84,97,85,35,58,3445,471,34,1578,11248,428,352,3881,76,54,125,223,24,373,64,107,105,49,37,3100,520,36,1694,13398,560,400,4543,79,77,111,286,32,416,75,108,109,42,40,4215,688,53,1564,10026,552,371,3905,66,35,104,261,26,454,85,142,113,67,58,2543,654,50,540,9819,443,391,3740,73,52,112,258,30,365,60,127,80,59,46,2643,560,49,731
